관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,위도,경도,데이터기준일자
부산광역시 부산진구청,당감서로 63,당감동 714,다목적,1,200,360도 전방면,30,,051-605-6321,35.166201,129.036735,2021-10-08
부산광역시 부산진구청,엄광로326번가길 12,가야동 10-25,다목적,1,200,360도 전방면,30,,051-605-6321,35.151991,129.043799,2021-10-08
부산광역시 부산진구청,엄광로182번길 42,가야동 464-101,다목적,1,200,360도 전방면,30,,051-605-6321,35.146182,129.035032,2021-10-08
부산광역시 부산진구청,가야2동 669-11,가야2동 669-11,다목적,1,200,360도 전방면,30,,051-605-6321,35.147866,129.027941,2021-10-08
부산광역시 부산진구청,냉정로162,개금동 611-7,다목적,1,200,360도 전방면,30,,051-605-6321,35.149738,129.017747,2021-10-08
부산광역시 부산진구청,진사로61번길 28-8,개금동 634-4,다목적,1,200,360도 전방면,30,,051-605-6321,35.145698,129.017983,2021-10-08
부산광역시 부산진구청,진사로77번길 3,개금동 776,다목적,1,200,360도 전방면,30,,051-605-6321,35.144497,129.016285,2021-10-08
부산광역시 부산진구청,개금본동로 40,개금동 19-6,다목적,1,200,360도 전방면,30,,051-605-6321,35.15894,129.022807,2021-10-08
부산광역시 부산진구청,백양대로357번길 86,개금동 482-83,다목적,1,200,360도 전방면,30,,051-605-6321,35.154074,129.016562,2021-10-08
부산광역시 부산진구청,개금3동 53-4,개금3동 53-4,다목적,1,200,360도 전방면,30,,051-605-6321,35.160791,129.029066,2021-10-08
부산광역시 부산진구청,개금온정로26번가길 22,개금3동 290-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.155627,129.025787,2021-10-08
부산광역시 부산진구청,범천로30,범천2동 1011-14,다목적,1,200,360도 전방면,30,,051-605-6321,35.150748,129.056042,2021-10-08
부산광역시 부산진구청,엄광로382,범천동 1120-52,다목적,1,200,360도 전방면,30,,051-605-6321,35.152232,129.04717,2021-10-08
부산광역시 부산진구청,엄광로 59,개금동 540-190,다목적,1,200,360도 전방면,30,,051-605-6321,35.148074,129.022907,2021-10-08
부산광역시 부산진구청,범양로54번길 6,부전1동 73-233,다목적,1,200,360도 전방면,30,,051-605-6321,35.16959818,129.063436,2021-10-08
부산광역시 부산진구청,연지동 48,연지동 48,다목적,1,200,360도 전방면,30,,051-605-6321,37.01009709,127.271618,2021-10-08
부산광역시 부산진구청,부암동305-28,부암동305-28,다목적,1,200,360도 전방면,30,,051-605-6321,35.16963747,129.0483842,2021-10-08
부산광역시 부산진구청,가야대로406,개금동 639,다목적,1,200,360도 전방면,30,,051-605-6321,35.151751,129.017062,2021-10-08
부산광역시 부산진구청,성지로74번길 48,초읍동544-31,다목적,1,200,360도 전방면,30,,051-605-6321,35.1777561,129.0551339,2021-10-08
부산광역시 부산진구청,월드컵대로467번길 6-2,초읍동630-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.18211629,129.0505414,2021-10-08
부산광역시 부산진구청,초읍천로61번길 36-2,초읍동669-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.17851361,129.0459508,2021-10-08
부산광역시 부산진구청,새싹로278번길 15,초읍동290-29,다목적,1,200,360도 전방면,30,,051-605-6321,35.18045279,129.0476634,2021-10-08
부산광역시 부산진구청,동평로325번길 12,양정1동 477-11,다목적,1,200,360도 전방면,30,,051-605-6321,35.17452383,129.060584,2021-10-08
부산광역시 부산진구청,진남로552,양정2동 73-8,다목적,1,200,360도 전방면,30,,051-605-6321,35.17089025,129.0749439,2021-10-08
부산광역시 부산진구청,양지로5번길 17,양정2동 408,다목적,1,200,360도 전방면,30,,051-605-6321,35.17049,129.07011,2021-10-08
부산광역시 부산진구청,연수로11번길 20,양정2동 408,다목적,1,200,360도 전방면,30,,051-605-6321,35.17428137,129.0733092,2021-10-08
부산광역시 부산진구청,서전로58번길 20,전포1동 310-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.15707935,129.066179,2021-10-08
부산광역시 부산진구청,전포대로246번길 36,전포2동 310-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.15848904,129.0674305,2021-10-08
부산광역시 부산진구청,중앙대로824번길 9,전포2동 864-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.16665194,129.0666802,2021-10-08
부산광역시 부산진구청,동천로132번길 6,전포2동 877,다목적,1,200,360도 전방면,30,,051-605-6321,35.16238752,129.0635172,2021-10-08
부산광역시 부산진구청,신천대로288,부암1동 42-21,다목적,1,200,360도 전방면,30,,051-605-6321,35.167497,129.050874,2021-10-08
부산광역시 부산진구청,백양순환로119번가길 18,부암3동 458-100,다목적,1,200,360도 전방면,30,,051-605-6321,35.17219957,129.0411743,2021-10-08
부산광역시 부산진구청,백양순환로 129,부암3동 413-7,다목적,1,200,360도 전방면,30,,051-605-6321,35.16926606,129.0415619,2021-10-08
부산광역시 부산진구청,당감서로16,당감1동 818-160,다목적,1,200,360도 전방면,30,,051-605-6321,35.162454,129.036411,2021-10-08
부산광역시 부산진구청,백양대로136번길 90,당감2동 818-272,다목적,1,200,360도 전방면,30,,051-605-6321,35.164256,129.033513,2021-10-08
부산광역시 부산진구청,백양순환로18번길 49-2,당감4동 691-20,다목적,1,200,360도 전방면,30,,051-605-6321,35.16713925,129.0342832,2021-10-08
부산광역시 부산진구청,대학로36번길 12,가야1동 285-16,다목적,1,200,360도 전방면,30,,051-605-6321,35.15249198,129.0352307,2021-10-08
부산광역시 부산진구청,가야대로517번길 3,가야2동 143-41,다목적,1,200,360도 전방면,30,,051-605-6321,35.15378114,129.0282184,2021-10-08
부산광역시 부산진구청,엄광로99-5,가야2동 611-12,다목적,1,200,360도 전방면,30,,051-605-6321,35.14901955,129.0271303,2021-10-08
부산광역시 부산진구청,복지로21번길 29,개금1동 177-12,다목적,1,200,360도 전방면,30,,051-605-6321,35.15128706,129.0223764,2021-10-08
부산광역시 부산진구청,복지로41번길 68-6,개금1동 554-12,다목적,1,200,360도 전방면,30,,051-605-6321,35.150123,129.024067,2021-10-08
부산광역시 부산진구청,냉정로202,개금1동 540-78,다목적,1,200,360도 전방면,30,,051-605-6321,35.150529,129.021841,2021-10-08
부산광역시 부산진구청,복지로13번길 41,개금1동 177-12,다목적,1,200,360도 전방면,30,,051-605-6321,35.15208684,129.02262,2021-10-08
부산광역시 부산진구청,복지로177-12,개금2동 366-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.14291662,129.0193738,2021-10-08
부산광역시 부산진구청,가야대로443번길 25,개금3동 474-4,다목적,1,200,360도 전방면,30,,051-605-6321,35.154467,129.021303,2021-10-08
부산광역시 부산진구청,백양대로208번길 70,개금3동 56,다목적,1,200,360도 전방면,30,,051-605-6321,35.16140073,129.027183,2021-10-08
부산광역시 부산진구청,백양관문로77번길 56,개금3동 1-10,다목적,1,200,360도 전방면,30,,051-605-6321,35.16140073,129.027183,2021-10-08
부산광역시 부산진구청,엄광로514번길 13,범천2동 1523-8,다목적,1,200,360도 전방면,30,,051-605-6321,35.14498105,129.0486305,2021-10-08
부산광역시 부산진구청,엄광로500,범천2동 1523-98,다목적,1,200,360도 전방면,30,,051-605-6321,35.1443298,129.0502643,2021-10-08
부산광역시 부산진구청,신암로102,범천4동 985-5,다목적,1,200,360도 전방면,30,,051-605-6321,35.14987925,129.0522819,2021-10-08
부산광역시 부산진구청,봉수로,봉수로,다목적,1,200,360도 전방면,30,,051-605-6321,35.150373,129.068911,2021-10-08
부산광역시 부산진구청,봉수로12,전포동 367-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.150237,129.069322,2021-10-08
부산광역시 부산진구청,연지동340-29,연지동340-29,다목적,1,200,360도 전방면,30,,051-605-6321,35.17355503,129.0488513,2021-10-08
부산광역시 부산진구청,성지로153번길 91,초읍동 184-5,다목적,1,200,360도 전방면,30,,051-605-6321,35.17758372,129.0487153,2021-10-08
부산광역시 부산진구청,성지로51번길 60,초읍동 225,다목적,1,200,360도 전방면,30,,051-605-6321,35.17731831,129.0528926,2021-10-08
부산광역시 부산진구청,연지로39번길 29,연지동 219-34,다목적,1,200,360도 전방면,30,,051-605-6321,35.17334476,129.0538156,2021-10-08
부산광역시 부산진구청,전포동 109-1,전포동 109-1,다목적,1,200,360도 전방면,30,,051-605-6321,37.61452256,127.1823304,2021-10-08
부산광역시 부산진구청,중앙대로910번길 19,양정동 350-58,다목적,1,200,360도 전방면,30,,051-605-6321,35.1708325,129.0711583,2021-10-08
부산광역시 부산진구청,양연로10번길 11,양정동 88-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.17443497,129.0784363,2021-10-08
부산광역시 부산진구청,동평로405번길 77,양정동 276-4,다목적,1,200,360도 전방면,30,,051-605-6321,35.17685645,129.0715439,2021-10-08
부산광역시 부산진구청,가야대로755번길 42,부전동 417-21,다목적,1,200,360도 전방면,30,,051-605-6321,35.15961867,129.0542165,2021-10-08
부산광역시 부산진구청,양성로 15,범전동 9-64,다목적,1,200,360도 전방면,30,,051-605-6321,35.16761381,129.0650233,2021-10-08
부산광역시 부산진구청,부전로154,부전동 347,다목적,1,200,360도 전방면,30,,051-605-6321,35.16216596,129.0581082,2021-10-08
부산광역시 부산진구청,부전로 38,부전동 524-13,다목적,1,200,360도 전방면,30,,051-605-6321,35.1536556,129.0557607,2021-10-08
부산광역시 부산진구청,신천대로126번길 45,부전동 580,다목적,1,200,360도 전방면,30,,051-605-6321,35.155261,129.052051,2021-10-08
부산광역시 부산진구청,전포대로186번길 30,전포동 355-38,다목적,1,200,360도 전방면,30,,051-605-6321,35.15301864,129.067134,2021-10-08
부산광역시 부산진구청,진남로425번길 18,전포동 33-101,다목적,1,200,360도 전방면,30,,051-605-6321,35.16252511,129.0681296,2021-10-08
부산광역시 부산진구청,중앙대로848번길 51,전포2동 2-52,다목적,1,200,360도 전방면,30,,051-605-6321,35.166584,129.0687592,2021-10-08
부산광역시 부산진구청,범일로131번길 55,범천동 881-65,다목적,1,200,360도 전방면,30,,051-605-6321,35.14378503,129.0585799,2021-10-08
부산광역시 부산진구청,신암로 56,범천동 1258-41,다목적,1,200,360도 전방면,30,,051-605-6321,35.87714864,128.6071212,2021-10-08
부산광역시 부산진구청,엄광로 454,범천2동 산45-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.14685013,129.0500115,2021-10-08
부산광역시 부산진구청,엄광로 485-15,범천동 1272-372,다목적,1,200,360도 전방면,30,,051-605-6321,35.14514726,129.0520139,2021-10-08
부산광역시 부산진구청,만리산로81번길 11,범천동 1243-22,다목적,1,200,360도 전방면,30,,051-605-6321,35.14753194,129.0504061,2021-10-08
부산광역시 부산진구청,진사로 61번길 29,개금동 627-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.14660348,129.0170379,2021-10-08
부산광역시 부산진구청,복지로 47번길 49,개금동 554-198,다목적,1,200,360도 전방면,30,,051-605-6321,35.14945435,129.0233316,2021-10-08
부산광역시 부산진구청,백양대로300번길 30,개금동 455,다목적,1,200,360도 전방면,30,,051-605-6321,35.15589243,129.0183558,2021-10-08
부산광역시 부산진구청,개금본동로 56,개금동 387-13,다목적,1,200,360도 전방면,30,,051-605-6321,35.15816351,129.0215897,2021-10-08
부산광역시 부산진구청,개금본동로9번길 23,개금동 361-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.15770929,129.0243964,2021-10-08
부산광역시 부산진구청,개금본동로4번길 14,개금동 337,다목적,1,200,360도 전방면,30,,051-605-6321,35.15849432,129.025737,2021-10-08
부산광역시 부산진구청,당감서로9번길 2,당감동 500-14,다목적,1,200,360도 전방면,30,,051-605-6321,35.16192451,129.0359266,2021-10-08
부산광역시 부산진구청,백양순환로 12,당감4동 348-35,다목적,1,200,360도 전방면,30,,051-605-6321,35.16578618,129.0335032,2021-10-08
부산광역시 부산진구청,백양순환로 32,당감동 680-15,다목적,1,200,360도 전방면,30,,051-605-6321,35.167349,129.033169,2021-10-08
부산광역시 부산진구청,냉정로 226,개금동 549-7,다목적,1,200,360도 전방면,30,,051-605-6321,35.151009,129.024637,2021-10-08
부산광역시 부산진구청,동평로127번길 64,부암동 365-14,다목적,1,200,360도 전방면,30,,051-605-6321,35.16906056,129.0426322,2021-10-08
부산광역시 부산진구청,가야공원로14번길 79,개금동 171-5,다목적,1,200,360도 전방면,30,,051-605-6321,35.15196557,129.0253469,2021-10-08
부산광역시 부산진구청,엄광로 140,가야동 480,다목적,1,200,360도 전방면,30,,051-605-6321,35.14728786,129.0302296,2021-10-08
부산광역시 부산진구청,가야공원로 82,가야동 492-3,다목적,1,200,360도 전방면,30,,051-605-6321,35.14638478,129.029268,2021-10-08
부산광역시 부산진구청,가야동 669-11,가야동 669-11,다목적,1,200,360도 전방면,30,,051-605-6321,35.14785433,129.0273998,2021-10-08
부산광역시 부산진구청,엄광로 188,가야동 464-36,다목적,1,200,360도 전방면,30,,051-605-6321,35.14802753,129.0349132,2021-10-08
부산광역시 부산진구청,개금본동로 31,개금동 18-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.15954769,129.0237484,2021-10-08
부산광역시 부산진구청,연수로8번길 28,양정동 80-44,다목적,1,200,360도 전방면,30,,051-605-6321,35.17230726,129.0732371,2021-10-08
부산광역시 부산진구청,초읍천로 75,초읍동 143,다목적,1,200,360도 전방면,30,,051-605-6321,35.17935464,129.0467358,2021-10-08
부산광역시 부산진구청,거제천로40번길 20,양정동 257-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.17874212,129.0727815,2021-10-08
부산광역시 부산진구청,진남로 601,양정동 86-4,다목적,1,200,360도 전방면,30,,051-605-6321,35.17398822,129.0792634,2021-10-08
부산광역시 부산진구청,진남로 502,양정동 358-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.1687524,129.0709607,2021-10-08
부산광역시 부산진구청,전포대로276번길7,전포동 173-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.16138728,129.0659456,2021-10-08
부산광역시 부산진구청,범양로79번길 24 맞은편,양정동445-226,다목적,1,200,360도 전방면,30,,051-605-6321,35.17219335,129.0630231,2021-10-08
부산광역시 부산진구청,진남로 404,전포2동190-25,다목적,3,200,360도 전방면,30,,051-605-6321,35.16100099,129.0708344,2021-10-08
부산광역시 부산진구청,복지로8번길 31-3 맞은편,개금1동526-32,다목적,1,200,360도 전방면,30,,051-605-6321,35.15111326,129.0198309,2021-10-08
부산광역시 부산진구청,범전로10번길 51,범전동 382,다목적,1,200,360도 전방면,30,,051-605-6321,35.166308,129.064778,2021-10-08
부산광역시 부산진구청,백양순환로115번길36,부암3동458-79,다목적,1,200,360도 전방면,30,,051-605-6321,35.17148982,129.0396552,2021-10-08
부산광역시 부산진구청,동평로39번길 21,당감1동621-1,다목적,2,200,360도 전방면,30,,051-605-6321,35.16531669,129.032697,2021-10-08
부산광역시 부산진구청,냉정로271,가야2동596-4,다목적,4,200,360도 전방면,30,,051-605-6321,35.15129363,129.029526,2021-10-08
부산광역시 부산진구청,엄광로337번길15,가야1동7-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.15459226,129.0449346,2021-10-08
부산광역시 부산진구청,서면문화로53번길15,부전1동405-27,다목적,1,200,360도 전방면,30,,051-605-6321,35.16123791,129.0543845,2021-10-08
부산광역시 부산진구청,백양산로 8,당감동 778-58,다목적,3,200,360도 전방면,30,,051-605-6321,35.1706555,129.0340814,2021-10-08
부산광역시 부산진구청,중앙대로910번길14,양정2동354-1,다목적,5,200,360도 전방면,30,,051-605-6321,35.17094975,129.0706257,2021-10-08
부산광역시 부산진구청,새싹로92번길48,연지동122-5,다목적,3,200,360도 전방면,30,,051-605-6321,35.16778749,129.0526881,2021-10-08
부산광역시 부산진구청,신암로83,범천2동1234-36,다목적,4,200,360도 전방면,30,,051-605-6321,35.14867928,129.0533226,2021-10-08
부산광역시 부산진구청,성지로62번길 40,초읍동525-1,다목적,2,200,360도 전방면,30,,051-605-6321,35.17771375,129.0561426,2021-10-08
부산광역시 부산진구청,백양관문로10,당감1동516,다목적,1,200,360도 전방면,30,,051-605-6321,35.16139564,129.0324326,2021-10-08
부산광역시 부산진구청,부전로152번길 53,부전동 264-9,다목적,1,200,360도 전방면,30,,051-605-6321,35.16000656,129.0579089,2021-10-08
부산광역시 부산진구청,엄광로256번길 13,가야1동 631-297,다목적,1,200,360도 전방면,30,,051-605-6321,35.15339,129.039601,2021-10-08
부산광역시 부산진구청,가야대로572번가길 26,가야동 226-6,다목적,1,200,360도 전방면,30,,051-605-6321,35.153282,129.033072,2021-10-08
부산광역시 부산진구청,가야대로614번길 14,가야1동 384-125,다목적,1,200,360도 전방면,30,,051-605-6321,35.155051,129.039662,2021-10-08
부산광역시 부산진구청,대학로48번길,가야1동 397-3,다목적,1,200,360도 전방면,30,,051-605-6321,35.151407,129.035251,2021-10-08
부산광역시 부산진구청,가야대로507번길 226,가야1동 68-4,다목적,1,200,360도 전방면,30,,051-605-6321,35.156478,129.038121,2021-10-08
부산광역시 부산진구청,대학로46번길 29,가야동 445-25,다목적,1,200,360도 전방면,30,,051-605-6321,35.151527,129.033976,2021-10-08
부산광역시 부산진구청,가야대로572번길 93,가야1동 678-119,다목적,1,200,360도 전방면,30,,051-605-6321,35.150188,129.033853,2021-10-08
부산광역시 부산진구청,엄광로256번길 3,가야동 361-173,다목적,1,200,360도 전방면,30,,051-605-6321,35.153249,129.038601,2021-10-08
부산광역시 부산진구청,엄광로256번길 39,가야동 361-206,다목적,1,200,360도 전방면,30,,051-605-6321,35.152274,129.039203,2021-10-08
부산광역시 부산진구청,가야동 270-1,가야동 270-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.154644,129.037386,2021-10-08
부산광역시 부산진구청,엄광로 221,가야동 406-94,다목적,1,200,360도 전방면,30,,051-605-6321,35.150662,129.036618,2021-10-08
부산광역시 부산진구청,가야1동 406-270,가야1동 406-270,다목적,1,200,360도 전방면,30,,051-605-6321,35.149908,129.037835,2021-10-08
부산광역시 부산진구청,엄광로338번길 6,가야1동 8-78,다목적,1,200,360도 전방면,30,,051-605-6321,35.15406,129.045446,2021-10-08
부산광역시 부산진구청,가야대로572번길 24,가야동 288-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.153219,129.034687,2021-10-08
부산광역시 부산진구청,가야대로 635-13,당감동 123,다목적,1,200,360도 전방면,30,,051-605-6321,35.155996,129.0413,2021-10-08
부산광역시 부산진구청,엄광로295,가야1동 48-118,다목적,2,200,360도 전방면,30,,051-605-6321,35.155187,129.042024,2021-10-08
부산광역시 부산진구청,가야대로556번길 36,가야1동 206-7,다목적,2,200,360도 전방면,30,,051-605-6321,35.152215,129.033288,2021-10-08
부산광역시 부산진구청,가야대로543번길 11,가야동 246-8,다목적,1,200,360도 전방면,30,,051-605-6321,35.15449,129.031099,2021-10-08
부산광역시 부산진구청,가야공원로14번길 55,가야동 632-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.151966,129.026585,2021-10-08
부산광역시 부산진구청,가야공원로38번길 46,가야동 646-19,다목적,1,200,360도 전방면,30,,051-605-6321,35.15673486,129.0450628,2021-10-08
부산광역시 부산진구청,냉정로253번길 16,가야2동 617-19,다목적,1,200,360도 전방면,30,,051-605-6321,35.15673486,129.0450628,2021-10-08
부산광역시 부산진구청,엄광로147번길 37,가야동 519-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.149318,129.032002,2021-10-08
부산광역시 부산진구청,가야공원로38번길 30,가야2동 647-73,다목적,1,200,360도 전방면,30,,051-605-6321,35.150065,129.028332,2021-10-08
부산광역시 부산진구청,가야공원로14번길 28 맞은편,가야2동 147-3,다목적,1,200,360도 전방면,30,,051-605-6321,35.152032,129.028074,2021-10-08
부산광역시 부산진구청,가야2동 471-27,가야2동 471-27,다목적,1,200,360도 전방면,30,,051-605-6321,35.143841,129.029204,2021-10-08
부산광역시 부산진구청,가야공원로92-25,가야동 신 43,다목적,1,200,360도 전방면,30,,051-605-6321,35.144845,129.027866,2021-10-08
부산광역시 부산진구청,가야대로507번길 70,가야2동 122-62,다목적,1,200,360도 전방면,30,,051-605-6321,35.155626,129.029756,2021-10-08
부산광역시 부산진구청,가야대로527번길 25-13,가야동 133-3,다목적,1,200,360도 전방면,30,,051-605-6321,35.154696,129.028538,2021-10-08
부산광역시 부산진구청,가야2동 107-1,가야2동 107-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.155745,129.030953,2021-10-08
부산광역시 부산진구청,가야대로527번길 30,가야2동 122-35,다목적,2,200,360도 전방면,30,,051-605-6321,35.155077,129.029405,2021-10-08
부산광역시 부산진구청,가야대로548번길 109,가야동 553,다목적,1,200,360도 전방면,30,,051-605-6321,35.148951,129.033382,2021-10-08
부산광역시 부산진구청,가야대로548번길 109,가야동 553,다목적,1,200,360도 전방면,30,,051-605-6321,35.148951,129.033382,2021-10-08
부산광역시 부산진구청,가야대로548번길 109,가야동 553,다목적,1,200,360도 전방면,30,,051-605-6321,35.148951,129.033382,2021-10-08
부산광역시 부산진구청,가야대로548번길 109,가야동 553,다목적,1,200,360도 전방면,30,,051-605-6321,35.148951,129.033382,2021-10-08
부산광역시 부산진구청,가야대로548번길 109,가야동 553,다목적,1,200,360도 전방면,30,,051-605-6321,35.148951,129.033382,2021-10-08
부산광역시 부산진구청,가야대로548번길 109,가야동 553,다목적,1,200,360도 전방면,30,,051-605-6321,35.148951,129.033382,2021-10-08
부산광역시 부산진구청,가야대로548번길 109,가야동 553,다목적,1,200,360도 전방면,30,,051-605-6321,35.148951,129.033382,2021-10-08
부산광역시 부산진구청,가야대로548번길 109,가야동 553,다목적,1,200,360도 전방면,30,,051-605-6321,35.148951,129.033382,2021-10-08
부산광역시 부산진구청,가야대로548번길 109,가야동 553,다목적,1,200,360도 전방면,30,,051-605-6321,35.148951,129.033382,2021-10-08
부산광역시 부산진구청,가야대로548번길 109,가야동 553,다목적,1,200,360도 전방면,30,,051-605-6321,35.148951,129.033382,2021-10-08
부산광역시 부산진구청,가야대로548번길 109,가야동 553,다목적,1,200,360도 전방면,30,,051-605-6321,35.148951,129.033382,2021-10-08
부산광역시 부산진구청,가야대로548번길 109,가야동 553,다목적,1,200,360도 전방면,30,,051-605-6321,35.148951,129.033382,2021-10-08
부산광역시 부산진구청,가야대로424번길 42,개금동 607-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.150858,129.018657,2021-10-08
부산광역시 부산진구청,냉정로161번길 19,개금동 606-6,다목적,1,200,360도 전방면,30,,051-605-6321,35.15075,129.017877,2021-10-08
부산광역시 부산진구청,가야대로406번길 29-1,개금동 606-15,다목적,1,200,360도 전방면,30,,051-605-6321,35.150506,129.017118,2021-10-08
부산광역시 부산진구청,가야대로454번길 92,개금1동 540-135,다목적,1,200,360도 전방면,30,,051-605-6321,35.149059,129.021958,2021-10-08
부산광역시 부산진구청,엄광로62번길 14-4,개금1동 540-175,다목적,1,200,360도 전방면,30,,051-605-6321,35.147443,129.022637,2021-10-08
부산광역시 부산진구청,진사로25번길 25,개금1동 611-5,다목적,1,200,360도 전방면,30,,051-605-6321,35.149239,129.017425,2021-10-08
부산광역시 부산진구청,진사로 7,개금동 686,다목적,1,200,360도 전방면,30,,051-605-6321,35.1508,129.016308,2021-10-08
부산광역시 부산진구청,가야대로492번길 16,개금동 184-29,다목적,1,200,360도 전방면,30,,051-605-6321,35.152398,129.025822,2021-10-08
부산광역시 부산진구청,냉정로180번길 21,개금동 853,다목적,1,200,360도 전방면,30,,051-605-6321,35.149067,129.020228,2021-10-08
부산광역시 부산진구청,가야대로411,개금1동 451-12,다목적,1,200,360도 전방면,30,,051-605-6321,35.152563,129.017661,2021-10-08
부산광역시 부산진구청,엄광로62번길 61,개금2동 산54-4,다목적,1,200,360도 전방면,30,,051-605-6321,35.145077,129.021269,2021-10-08
부산광역시 부산진구청,진사로83번길 35,개금동 633-41,다목적,1,200,360도 전방면,30,,051-605-6321,35.143984,129.018024,2021-10-08
부산광역시 부산진구청,진사로68번길 16,개금2동 769,다목적,1,200,360도 전방면,30,,051-605-6321,35.14498,129.015425,2021-10-08
부산광역시 부산진구청,진사로48번길 5,개금2동 764,다목적,1,200,360도 전방면,30,,051-605-6321,35.147212,129.016357,2021-10-08
부산광역시 부산진구청,복지로116,개금2동 566-54,다목적,1,200,360도 전방면,30,,051-605-6321,35.142866,129.018092,2021-10-08
부산광역시 부산진구청,진사로83번길 82,개금동 633-164,다목적,1,200,360도 전방면,30,,051-605-6321,35.144189,129.020342,2021-10-08
부산광역시 부산진구청,진사로77번길 39,개금동 633-25,다목적,1,200,360도 전방면,30,,051-605-6321,35.14458,129.018285,2021-10-08
부산광역시 부산진구청,진사로61번길 29,개금동 627-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.14678,129.017373,2021-10-08
부산광역시 부산진구청,냉정로232번길 37,가야동 660-4,다목적,1,200,360도 전방면,30,,051-605-6321,35.149503,129.023983,2021-10-08
부산광역시 부산진구청,개금본동로4번길 66,개금동 34,다목적,1,200,360도 전방면,30,,051-605-6321,35.160278,129.025575,2021-10-08
부산광역시 부산진구청,개금본동로66번길 38,개금3동 408-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.157696,129.019157,2021-10-08
부산광역시 부산진구청,백양대로308-21,개금3동 447-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.154802,129.017076,2021-10-08
부산광역시 부산진구청,개금본동로66번길 12-12,개금3동 404,다목적,1,200,360도 전방면,30,,051-605-6321,35.158008,129.02022,2021-10-08
부산광역시 부산진구청,개금온정로17번길 34,개금동 207-16,다목적,1,200,360도 전방면,30,,051-605-6321,35.154478,129.023117,2021-10-08
부산광역시 부산진구청,백양대로208번길 70,개금동 56,다목적,1,200,360도 전방면,30,,051-605-6321,35.161008,129.026042,2021-10-08
부산광역시 부산진구청,개금본동로22번길 12,개금동 15-11,다목적,1,200,360도 전방면,30,,051-605-6321,35.15977,129.024605,2021-10-08
부산광역시 부산진구청,개금본동로17번길 40,개금동 374-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.15787,129.023324,2021-10-08
부산광역시 부산진구청,개금본동로 15,개금동 367,다목적,2,200,360도 전방면,30,,051-605-6321,35.158899,129.024732,2021-10-08
부산광역시 부산진구청,개금본동로23번길 30,개금3동 379-4,다목적,2,200,360도 전방면,30,,051-605-6321,35.158575,129.02313,2021-10-08
부산광역시 부산진구청,동평로27번길 11,당감1동 622-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.164521,129.033037,2021-10-08
부산광역시 부산진구청,동평로44번길 62-6,당감1동 479-11,다목적,1,200,360도 전방면,30,,051-605-6321,35.163752,129.035905,2021-10-08
부산광역시 부산진구청,동평로116번길 32,당감1동 891-1,다목적,1,200,360도 전방면,30,,051-605-6321,35.164619,129.042583,2021-10-08
부산광역시 부산진구청,당감로16번길 19,당감1동 262-39,다목적,1,200,360도 전방면,30,,051-605-6321,35.163315,129.040705,2021-10-08
부산광역시 부산진구청,백양대로68번길 30,당감1동 241-19,다목적,1,200,360도 전방면,30,,051-605-6321,35.16357,129.041737,2021-10-08
부산광역시 부산진구청,동평로39번길 2,당감1동 369-2,다목적,1,200,360도 전방면,30,,051-605-6321,35.165084,129.033365,2021-10-08
부산광역시 부산진구청,백양괸문로78번길 27,부암동 659,다목적,1,200,360도 전방면,30,,051-605-6321,35.166203,129.03028,2021-10-08
부산광역시 부산진구청,동평로39번길 84,당감동 639-29,다목적,1,200,360도 전방면,30,,051-605-6321,35.167094,129.03049,2021-10-08
부산광역시 부산진구청,동평로100번길 45,당감동 292-48,다목적,1,200,360도 전방면,30,,051-605-6321,35.164542,129.041728,2021-10-08
부산광역시 부산진구청,당감로31번길 33,당감동 456-5,다목적,1,200,360도 전방면,30,,051-605-6321,35.163713,129.038182,2021-10-08
